teamscorepos,dateloc,possessions,totalDrama,perDrama
242 East Carolina 81 314 UTSA 71 [69],"Saturday, February 8, 2014 5:00 pm ET Williams Arena at Minges Coliseum Greenville, NC",69,1.4112,0.01008
106 Kansas St. 52 208 Long Beach St. 38 [63],"Sunday, November 24, 2013 11:30 am ET Coliseo Roberto Clemente San Juan, Puerto Rico",63,1.2685,0.01006746
184 Robert Morris 72 301 Campbell 61 [64],"Wednesday, December 18, 2013 7:00 pm ET Sewall Center Coraopolis, PA",64,1.3085,0.010065385
252 South Alabama 86 246 Troy 78 [71],"Saturday, February 22, 2014 8:05 pm ET Mitchell Center Mobile, AL",71,1.3964,0.010046043
4 Syracuse 57 46 Clemson 44 [49],"Sunday, February 9, 2014 6:00 pm ET Carrier Dome Syracuse, NY",49,0.9835,0.010035714
166 Western Michigan 83 332 Cornell 70 [69],"Friday, November 29, 2013 7:00 pm ET University Arena Kalamazoo, MI",69,1.3638,0.010027941
46 Illinois 64 174 Valparaiso 52 [66],"Wednesday, November 13, 2013 7:30 pm ET State Farm Center Champaign, IL",66,1.3235,0.010026515
113 La Salle 76 225 Penn 57 [70],"Saturday, January 4, 2014 4:00 pm ET Palestra Philadelphia, PA",70,1.4102,0.010001418
5 Virginia 78 36 Memphis 60 [66],"Sunday, March 23, 2014 8:40 pm ET PNC Arena Raleigh, NC",66,1.3291,0.009993233
325 Arkansas Pine Bluff 76 331 Prairie View A&M 61 [73],"Saturday, February 22, 2014 8:30 pm ET Clemmons Arena Pine Bluff, AR",73,1.4587,0.009991096
49 Washington 88 221 Seattle 78 [78],"Sunday, November 10, 2013 10:00 pm ET Alaska Airlines Arena Seattle, WA",78,1.4575,0.009982877
98 Mercer 74 295 Northern Kentucky 58 [57],"Thursday, January 16, 2014 7:00 pm ET Bank of Kentucky Center Highland Heights, KY",57,1.1476,0.00997913
163 Oakland 100 189 Robert Morris 94 [75],"Sunday, December 22, 2013 1:00 pm ET Athletics Center O'Rena Oakland, MI",75,1.4939,0.009959333
188 Youngstown St. 73 332 Kennesaw St. 57 [72],"Friday, November 8, 2013 7:30 pm ET KSU Convocation Center Kennesaw, GA",72,1.4438,0.009957241
21 Gonzaga 70 76 Saint Mary's 54 [67],"Monday, March 10, 2014 9:00 pm ET Orleans Arena Las Vegas, NV",67,1.3126,0.009943939
157 Portland 69 181 Columbia 52 [63],"Friday, November 22, 2013 10:00 pm ET Earle A. Chiles Center Portland, OR",63,1.2724,0.009940625
125 Belmont 94 277 SIU Edwardsville 75 [72],"Wednesday, February 26, 2014 8:00 pm ET Vadalabene Center Edwardsville, IL",72,1.4509,0.009937671
38 Arizona St. 74 111 UC Irvine 61 [74],"Saturday, December 28, 2013 2:00 pm ET Wells-Fargo Arena Tempe, AZ",74,1.5005,0.009937086
196 Elon 75 213 Marist 48 [70],"Sunday, November 10, 2013 5:00 pm ET McCann Center Poughkeepsie, NY",70,1.3794,0.009923741
107 Iona 71 239 Saint Peter's 63 [66],"Sunday, January 26, 2014 2:00 pm ET Yanitelli Center Jersey City, NJ",66,1.3368,0.009902222
24 Wichita St. 90 81 DePaul 72 [65],"Monday, November 25, 2013 10:00 pm ET Sprint Center Kansas City, MO",65,1.2961,0.009893893
97 Dayton 70 320 St. Francis PA 56 [66],"Wednesday, November 13, 2013 7:00 pm ET University of Dayton Arena Dayton, OH",66,1.3157,0.009892481
53 Arizona St. 66 135 Washington St. 47 [64],"Sunday, January 5, 2014 6:00 pm ET Wells-Fargo Arena Tempe, AZ",64,1.275,0.009883721
82 North Carolina St. 69 121 Northwestern 48 [60],"Wednesday, December 4, 2013 7:30 pm ET PNC Arena Raleigh, NC",60,1.2148,0.009876423
306 North Carolina A&T 66 332 Delaware St. 55 [59],"Monday, January 20, 2014 8:00 pm ET Corbett Sports Center Greensboro, NC",59,1.1851,0.009875833
26 Tennessee 75 221 Mississippi St. 68 [69],"Wednesday, February 26, 2014 8:00 pm ET Humphrey Coliseum Starkville, MS",69,1.4199,0.009860417
119 Belmont 73 321 Tennessee St. 71 [65],"Thursday, February 13, 2014 9:00 pm ET Curb Event Center Nashville, TN",65,1.2905,0.009851145
13 Michigan 84 59 Illinois 53 [63],"Tuesday, March 4, 2014 7:00 pm ET State Farm Center Champaign, IL",63,1.2306,0.0098448
317 South Carolina St. 78 347 Maryland Eastern Shore 71 [74],"Wednesday, January 8, 2014 7:30 pm ET Smith-Hammond-Middleton Center Orangeburg, SC",74,1.4538,0.009822973
54 LSU 88 52 Arkansas 74 [73],"Saturday, February 1, 2014 5:00 pm ET Maravich Assembly Center Baton Rouge, LA",73,1.472,0.009813333
111 Hawaii 90 328 UC Davis 73 [68],"Thursday, January 23, 2014 10:00 pm ET The Pavilion Davis, CA",68,1.3229,0.009799259
63 Louisiana Tech 72 283 Jackson St. 61 [68],"Sunday, December 1, 2013 6:00 pm ET Williams Center Jackson, MS",68,1.3406,0.009785401
103 St. Bonaventure 86 169 Canisius 64 [74],"Saturday, November 16, 2013 7:00 pm ET Reilly Center St. Bonaventure, NY",74,1.4466,0.009774324
160 San Francisco 75 123 Loyola Marymount 61 [66],"Thursday, January 2, 2014 10:00 pm ET War Memorial Gymnasium San Francisco, CA",66,1.2987,0.009764662
307 Jacksonville 95 293 Northern Kentucky 77 [76],"Saturday, February 1, 2014 3:15 pm ET Jacksonville Veterans Memorial Arena Jacksonville, FL",76,1.484,0.009763158
270 Monmouth 74 336 Binghamton 46 [65],"Saturday, December 14, 2013 7:00 pm ET Multipurpose Activity Center West Long Branch, NJ",65,1.3067,0.009751493
139 Drexel 74 278 Hofstra 63 [64],"Sunday, February 16, 2014 8:00 pm ET Daskalakis Center Philadelphia, PA",64,1.2864,0.009745455
192 Southern 62 299 Alcorn St. 54 [57],"Saturday, February 1, 2014 6:00 pm ET F.G. Clark Center Baton Rouge, LA",57,1.0709,0.009735455
272 Army 84 342 The Citadel 69 [70],"Saturday, November 9, 2013 6:00 pm ET Cameron Hall Lexington, VA",70,1.3919,0.009733566
211 USC Upstate 71 251 North Florida 60 [63],"Saturday, January 25, 2014 2:00 pm ET Hodge Center Spartanburg, SC",63,1.236,0.009732283
123 Buffalo 84 157 Western Michigan 63 [71],"Wednesday, January 29, 2014 7:00 pm ET Alumni Arena Buffalo, NY",71,1.4013,0.00973125
49 Kansas St. 78 61 West Virginia 56 [64],"Saturday, January 18, 2014 1:30 pm ET Bramlage Coliseum Manhattan, KS",64,1.2737,0.009722901
4 Virginia 70 216 Coastal Carolina 59 [59],"Friday, March 21, 2014 9:25 pm ET PNC Arena Raleigh, NC",59,1.1554,0.009709244
55 LSU 88 123 Northwestern St. 74 [85],"Saturday, November 16, 2013 8:00 pm ET Maravich Assembly Center Baton Rouge, LA",85,1.6598,0.009706433
294 Savannah St. 75 337 South Carolina St. 65 [62],"Saturday, February 22, 2014 6:00 pm ET Smith-Hammond-Middleton Center Orangeburg, SC",62,1.2319,0.0097
242 Seattle 77 302 UC Davis 53 [68],"Monday, December 2, 2013 10:00 pm ET KeyArena Seattle, WA",68,1.3077,0.009686667
19 Gonzaga 75 48 BYU 64 [70],"Tuesday, March 11, 2014 9:00 pm ET Orleans Arena Las Vegas, NV",70,1.3945,0.009684028
324 Jacksonville 86 344 Kennesaw St. 66 [63],"Wednesday, January 1, 2014 7:00 pm ET Swisher Gym Jacksonville, FL",63,1.2195,0.009678571
52 Stanford 80 145 Washington St. 48 [62],"Wednesday, January 15, 2014 10:00 pm ET Maples Pavilion Stanford, CA",62,1.1613,0.0096775
71 Marquette 86 217 Cal St. Fullerton 66 [68],"Thursday, November 28, 2013 4:30 pm ET Titan Gym Fullerton, CA",68,1.2945,0.009660448
174 Murray St. 82 288 SIU Edwardsville 72 [69],"Thursday, February 13, 2014 8:00 pm ET CFSB Center Murray, KY",69,1.3523,0.009659286
139 South Carolina 80 136 Texas A&M 52 [66],"Wednesday, January 29, 2014 7:00 pm ET Colonial Life Arena Columbia, SC",66,1.2727,0.009641667
171 Murray St. 72 305 Eastern Illinois 60 [62],"Saturday, February 15, 2014 8:30 pm ET CFSB Center Murray, KY",62,1.1947,0.009634677
304 Alabama St. 93 344 Mississippi Valley St. 62 [82],"Saturday, January 11, 2014 6:00 pm ET Dunn-Oliver Acadome Montgomery, AL",82,1.6271,0.009627811
8 Pittsburgh 79 64 Maryland 59 [68],"Monday, January 6, 2014 7:00 pm ET Petersen Events Center Pittsburgh, PA",68,1.3173,0.009615328
150 Quinnipiac 102 309 Maine 61 [79],"Monday, November 25, 2013 7:00 pm ET Cross Insurance Center Bangor, ME",79,1.5174,0.009603797
137 Cleveland St. 78 222 Ball St. 55 [61],"Saturday, November 30, 2013 7:00 pm ET Wolstein Center Cleveland, OH",61,1.1994,0.0095952
60 California 67 155 Fresno St. 56 [70],"Saturday, December 14, 2013 6:00 pm ET Haas Pavilion Berkeley, CA",70,1.3528,0.009594326
140 Wright St. 73 171 Milwaukee 57 [67],"Tuesday, January 21, 2014 7:00 pm ET Nutter Center Dayton, OH",67,1.2179,0.009589764
157 Northern Colorado 87 320 Prairie View A&M 70 [71],"Sunday, December 1, 2013 4:00 pm ET Butler-Hancock Hall Greeley, CO",71,1.3121,0.009577372
47 Alabama 75 95 Georgia St. 58 [67],"Tuesday, November 19, 2013 8:00 pm ET Coleman Coliseum Tuscaloosa, AL",67,1.3112,0.009570803
155 Missouri St. 72 241 Loyola Chicago 56 [59],"Tuesday, February 25, 2014 8:05 pm ET JQH Arena Springfield, MO",59,1.0991,0.009557391
49 Oregon 71 186 Washington St. 44 [60],"Sunday, January 26, 2014 7:00 pm ET Friel Court Pullman, WA",60,1.1722,0.009530081
111 Drake 75 286 IUPUI 52 [68],"Sunday, December 29, 2013 2:00 pm ET IUPUI Gymnasium Indianapolis, IN",68,1.2762,0.009523881
209 Montana 84 296 North Dakota 71 [64],"Thursday, January 16, 2014 9:00 pm ET Dahlberg Arena Missoula, MT",64,1.227,0.009511628
61 Nebraska 80 94 Penn St. 67 [67],"Thursday, February 20, 2014 7:00 pm ET Pinnacle Bank Arena Lincoln, NE",67,1.2715,0.009488806
71 Mercer 90 275 East Tennessee St. 77 [65],"Friday, January 31, 2014 7:00 pm ET MSHA Athletic Center Johnson City, TN",65,1.2608,0.009479699
58 California 92 205 Nevada 84 [68],"Tuesday, December 10, 2013 11:00 pm ET Haas Pavilion Berkeley, CA",68,1.2794,0.009477037
52 Utah St. 87 111 Mississippi St. 68 [71],"Saturday, November 23, 2013 9:05 pm ET Dee Glen Smith Spectrum Logan, UT",71,1.368,0.009434483
156 Valparaiso 73 262 Illinois Chicago 63 [69],"Tuesday, March 4, 2014 8:05 pm ET Athletics-Recreation Center Valparaiso, IN",69,1.2634,0.009428358
13 Creighton 79 114 Seton Hall 66 [63],"Saturday, January 4, 2014 3:00 pm ET Prudential Center Newark, NJ",63,1.2049,0.009413281
79 Stephen F. Austin 80 272 Texas A&M Corpus Chris 70 [61],"Saturday, January 11, 2014 7:30 pm ET American Bank Center Corpus Christi, TX",61,1.1743,0.0093944
253 Murray St. 91 310 Tennessee Martin 77 [71],"Sunday, January 5, 2014 3:00 pm ET CFSB Center Murray, KY",71,1.3161,0.009334043
8 Villanova 83 119 Seton Hall 67 [66],"Wednesday, January 8, 2014 7:00 pm ET Prudential Center Newark, NJ",66,1.2128,0.009329231
82 Penn St. 74 172 Wagner 62 [72],"Saturday, November 9, 2013 4:00 pm ET Bryce Jordan Center University Park, PA",72,1.306,0.009328571
211 Lehigh 76 230 Sacred Heart 64 [67],"Sunday, December 1, 2013 2:00 pm ET Stabler Arena Bethlehem, PA",67,1.2213,0.009322901
26 VCU 81 65 Richmond 70 [67],"Saturday, February 1, 2014 11:00 am ET Stuart Siegel Center Richmond, VA",67,1.2563,0.009305926
14 Virginia 83 128 Missouri St. 63 [68],"Saturday, November 30, 2013 9:00 pm ET American Bank Center Corpus Christi, TX",68,1.2652,0.009302941
109 George Mason 68 339 Lamar 54 [65],"Tuesday, November 12, 2013 8:00 pm ET Montagne Center Beaumont, TX",65,1.2465,0.009302239
333 Furman 76 350 The Citadel 67 [62],"Saturday, February 15, 2014 4:00 pm ET Timmons Arena Greenville, SC",62,1.1794,0.009286614
126 Fresno St. 69 292 San Jose St. 56 [65],"Saturday, March 8, 2014 10:00 pm ET San Jose State Event Center San Jose, CA",65,1.1737,0.009241732
20 Saint Louis 62 211 Old Dominion 52 [66],"Wednesday, November 27, 2013 7:00 pm ET Hard Rock Hotel Riviera Maya Riviera Maya, Mexico",66,1.1223,0.00919918
36 Harvard 52 168 Brown 45 [61],"Friday, February 7, 2014 7:00 pm ET Lavietes Pavilion Boston, MA",61,1.1559,0.00917381
111 Penn St. 83 237 Penn 71 [71],"Saturday, November 16, 2013 2:00 pm ET Palestra Philadelphia, PA",71,1.3025,0.009172535
36 Louisiana Tech 80 137 Charlotte 60 [79],"Thursday, January 23, 2014 7:30 pm ET Thomas Assembly Center Ruston, LA",79,1.44,0.009171975
29 Connecticut 75 178 UCF 55 [65],"Sunday, February 9, 2014 6:00 pm ET CFE Arena Orlando, FL",65,1.2068,0.009142424
29 Baylor 69 171 Charleston Southern 64 [66],"Wednesday, November 20, 2013 7:00 pm ET Ferrell Center Waco, TX",66,1.1785,0.009135659
22 Connecticut 69 176 Rutgers 63 [65],"Wednesday, March 5, 2014 7:00 pm ET Gampel Pavilion Storrs, CT",65,1.2131,0.009121053
160 Old Dominion 70 269 Tulane 64 [64],"Saturday, January 25, 2014 7:00 pm ET Constant Convocation Center Norfolk, VA",64,1.1942,0.009116031
178 Bryant 68 312 Central Connecticut 65 [68],"Saturday, February 22, 2014 4:00 pm ET Chace Athletic Center Smithfield, RI",68,1.2566,0.009105797
203 Sam Houston St. 71 305 Southeastern Louisiana 54 [59],"Thursday, March 6, 2014 8:45 pm ET Johnson Coliseum Huntsville, TX",59,1.0926,0.009105
235 Eastern Washington 84 255 Northern Arizona 65 [69],"Saturday, February 15, 2014 5:05 pm ET Reese Court Cheney, WA",69,1.2743,0.009102143
30 Oklahoma St. 76 219 TCU 54 [63],"Monday, February 24, 2014 7:00 pm ET Daniel-Meyer Coliseum Fort Worth, TX",63,1.1464,0.009098413
106 Northern Iowa 72 152 Illinois St. 59 [63],"Sunday, February 23, 2014 5:00 pm ET McLeod Center Cedar Falls, IA",63,1.1735,0.009096899
75 UC Santa Barbara 80 92 UC Irvine 60 [65],"Thursday, January 30, 2014 10:00 pm ET Thunderdome Santa Barbara, CA",65,1.2277,0.009094074
88 North Carolina Central 68 248 Norfolk St. 45 [56],"Friday, March 14, 2014 6:00 pm ET Norfolk Scope Arena Norfolk, VA",56,0.9818,0.009090741
124 Eastern Michigan 70 190 Kent St. 53 [67],"Saturday, February 8, 2014 2:00 pm ET Convocation Center Ypsilanti, MI",67,1.2256,0.009078519
96 Wyoming 67 256 San Jose St. 56 [59],"Saturday, January 18, 2014 4:00 pm ET Arena-Auditorium Laramie, WY",59,1.062,0.009076923
195 Sam Houston St. 71 288 Alabama St. 49 [67],"Tuesday, March 18, 2014 8:00 pm ET Johnson Coliseum Huntsville, TX",67,1.243,0.009072993
1 Florida 62 37 Dayton 52 [56],"Saturday, March 29, 2014 6:09 pm ET FedExForum Memphis, TN",56,1.0152,0.009064286
34 Indiana 90 72 Stony Brook 74 [80],"Sunday, November 17, 2013 5:00 pm ET Assembly Hall Bloomington, IN",80,1.4682,0.009062963
275 Monmouth 75 267 Niagara 50 [72],"Friday, February 28, 2014 7:00 pm ET Multipurpose Activity Center West Long Branch, NJ",72,1.331,0.009054422
136 La Salle 75 250 Hartford 62 [68],"Wednesday, December 4, 2013 7:00 pm ET Tom Gola Arena Philadelphia, PA",68,1.2482,0.009044928
7 Villanova 73 169 Milwaukee 53 [69],"Thursday, March 20, 2014 9:25 pm ET First Niagara Center Buffalo, NY",69,1.2746,0.009039716
103 Northern Iowa 73 152 Southern Illinois 54 [55],"Wednesday, February 26, 2014 8:00 pm ET Cedar Falls, IA Cedar Falls, IA",55,1.0097,0.009015179
171 Wagner 83 300 Central Connecticut 59 [73],"Wednesday, March 5, 2014 7:00 pm ET Spiro Sports Center Staten Island, NY",73,1.3522,0.009014667
30 California 76 158 Washington St. 55 [61],"Saturday, January 18, 2014 4:00 pm ET Haas Pavilion Berkeley, CA",61,1.0801,0.009000833
344 Binghamton 67 329 New Hampshire 38 [62],"Thursday, January 9, 2014 7:00 pm ET Events Center Vestal, NY",62,1.1397,0.008974016
117 Wright St. 85 219 Western Carolina 77 [80],"Saturday, November 30, 2013 3:00 pm ET Nutter Center Dayton, OH",80,1.4532,0.00897037
108 Oregon St. 76 159 Towson 67 [71],"Wednesday, December 18, 2013 10:00 pm ET Gill Coliseum Corvallis, OR",71,1.2728,0.00896338
124 Auburn 92 232 Mississippi St. 82 [80],"Saturday, February 15, 2014 1:30 pm ET Auburn Arena Auburn, AL",80,1.4512,0.008958025
296 Nicholls St. 79 347 Abilene Christian 60 [61],"Thursday, February 27, 2014 8:30 pm ET Stopher Gym Thibodaux, LA",61,1.1107,0.008957258
47 Massachusetts 85 150 Youngstown St. 69 [78],"Sunday, November 17, 2013 1:00 pm ET William D. Mullins Center Amherst, MA",78,1.4033,0.008938217
110 Northern Iowa 55 312 Savannah St. 50 [61],"Tuesday, December 10, 2013 8:00 pm ET McLeod Center Cedar Falls, IA",61,1.1323,0.008915748
282 Liberty 65 347 Presbyterian 53 [53],"Saturday, January 25, 2014 7:00 pm ET Vines Center Lynchburg, VA",53,0.9802,0.008910909
91 Toledo 85 310 Ball St. 74 [67],"Sunday, February 23, 2014 6:00 pm ET Savage Hall Toledo, OH",67,1.2287,0.008903623
45 North Carolina 80 42 Clemson 61 [61],"Sunday, January 26, 2014 6:00 pm ET Dean E. Smith Center Chapel Hill, NC",61,1.086,0.008901639
103 Washington St. 62 278 Cal St. Bakersfield 56 [67],"Friday, November 8, 2013 10:00 pm ET Friel Court Pullman, WA",67,1.1661,0.008901527
82 UTEP 61 312 UTSA 51 [59],"Thursday, March 6, 2014 8:00 pm ET UTSA Convocation Center San Antonio, TX",59,1.0321,0.008897414
150 San Diego 70 284 Grand Canyon 59 [63],"Saturday, November 9, 2013 9:00 pm ET Jenny Craig Pavilion San Diego, CA",63,1.1477,0.008896899
93 North Dakota St. 91 116 Nebraska Omaha 69 [72],"Thursday, January 16, 2014 8:00 pm ET Bison Sports Arena Fargo, ND",72,1.2873,0.008877931
95 Cleveland St. 69 164 Valparaiso 50 [58],"Saturday, January 25, 2014 2:00 pm ET Wolstein Center Cleveland, OH",58,1.0384,0.008875214
45 New Mexico 79 161 Davidson 58 [69],"Sunday, November 24, 2013 12:00 pm ET TD Arena Charleston, SC",69,1.2323,0.008865468
16 Ohio St. 67 100 Purdue 49 [58],"Saturday, February 8, 2014 6:00 pm ET Value City Arena Columbus, OH",58,1.0549,0.008864706
65 Southern Miss 68 281 Tulane 51 [56],"Thursday, March 6, 2014 8:00 pm ET Devlin Fieldhouse New Orleans, LA",56,1.0192,0.008862609
36 Oklahoma 86 38 Kansas St. 73 [66],"Saturday, February 22, 2014 4:00 pm ET Lloyd Noble Center Norman, OK",66,1.1799,0.008805224
32 Saint Mary's 67 162 Drake 63 [65],"Saturday, November 16, 2013 10:00 pm ET McKeon Pavilion Moraga, CA",65,1.153,0.008801527
229 Colgate 93 338 Binghamton 64 [66],"Sunday, December 1, 2013 2:00 pm ET Events Center Vestal, NY",66,1.1606,0.008792424
182 Canisius 82 275 Saint Peter's 67 [65],"Friday, December 6, 2013 7:00 pm ET Koessler Athletic Center Buffalo, NY",65,1.1252,0.008790625
24 Virginia 57 102 Northern Iowa 43 [61],"Saturday, December 21, 2013 4:00 pm ET John Paul Jones Arena Charlottesville, VA",61,1.045,0.008781513
156 Davidson 109 305 Samford 88 [73],"Thursday, February 6, 2014 8:00 pm ET Pete Hanna Center Homewood, AL",73,1.2645,0.00878125
40 Missouri 66 185 Western Michigan 60 [66],"Sunday, December 15, 2013 7:00 pm ET Mizzou Arena Columbia, MO",66,1.1406,0.008773846
264 Gardner Webb 82 329 Longwood 62 [65],"Wednesday, January 29, 2014 7:00 pm ET Willett Hall Farmville, VA",65,1.1314,0.008770543
214 Seattle 64 324 Texas Pan American 46 [63],"Saturday, January 11, 2014 8:00 pm ET UTPA Fieldhouse Edinburg, TX",63,1.1035,0.008757937
76 SMU 89 134 Rhode Island 58 [76],"Monday, November 11, 2013 8:00 pm ET Curtis Culwell Center Dallas, TX",76,1.3393,0.008753595
40 St. John's 82 52 Georgetown 60 [61],"Sunday, February 16, 2014 7:00 pm ET Madison Square Garden New York, NY",61,1.1009,0.008737302
199 Montana 82 322 Sacramento St. 70 [64],"Saturday, January 4, 2014 9:00 pm ET Dahlberg Arena Missoula, MT",64,1.1264,0.008731783
221 Weber St. 86 257 Montana St. 57 [65],"Thursday, January 23, 2014 9:00 pm ET Dee Events Center Ogden, UT",65,1.1499,0.008711364
165 Evansville 78 238 Miami OH 65 [75],"Saturday, December 7, 2013 2:05 pm ET Ford Center Evansville, IN",75,1.3143,0.008703974
46 Georgetown 90 77 Kansas St. 63 [65],"Friday, November 22, 2013 12:00 pm ET Coliseo Roberto Clemente San Juan, Puerto Rico",65,1.1314,0.008703077
140 Northwestern 51 169 Western Michigan 35 [61],"Saturday, December 7, 2013 5:00 pm ET Welsh-Ryan Arena Evanston, IL",61,1.0525,0.008698347
177 IPFW 84 324 IUPUI 60 [63],"Saturday, February 22, 2014 2:00 pm ET IUPUI Gymnasium Indianapolis, IN",63,1.1129,0.008694531
266 San Jose St. 81 183 Cal St. Fullerton 59 [67],"Saturday, November 23, 2013 3:30 pm ET San Jose State Event Center San Jose, CA",67,1.1211,0.008690698
6 Kansas 93 75 Toledo 83 [73],"Monday, December 30, 2013 8:00 pm ET Allen Fieldhouse Lawrence, KS",73,1.2586,0.00868
188 Albany 81 234 Hartford 56 [54],"Saturday, January 4, 2014 7:00 pm ET SEFCU Arena Albany, NY",54,0.9784,0.008658407
44 George Washington 69 91 La Salle 47 [65],"Wednesday, January 29, 2014 7:00 pm ET Charles E. Smith Center Washington, DC",65,1.1504,0.008649624
18 San Diego St. 79 237 Air Force 72 [67],"Sunday, January 12, 2014 4:00 pm ET Clune Arena Colorado Springs, CO",67,1.1845,0.008645985
83 Louisiana Tech 99 263 UNC Greensboro 62 [77],"Monday, November 25, 2013 12:00 pm ET Germain Arena Estero, FL",77,1.2915,0.00861
108 Denver 75 222 South Dakota 67 [58],"Saturday, February 8, 2014 6:00 pm ET Magness Arena Denver, CO",58,0.9978,0.008601724
88 UNLV 70 261 San Jose St. 46 [59],"Wednesday, January 29, 2014 10:00 pm ET San Jose State Event Center San Jose, CA",59,1.0236,0.008601681
107 UC Irvine 75 253 Morgan St. 63 [63],"Thursday, January 2, 2014 10:30 pm ET Bren Events Center Irvine, CA",63,1.0826,0.008592063
67 West Virginia 81 227 TCU 59 [67],"Saturday, March 1, 2014 1:30 pm ET WVU Coliseum Morgantown, WV",67,1.1509,0.008588806
140 Arkansas St. 83 185 UT Arlington 60 [68],"Thursday, February 20, 2014 8:05 pm ET Convocation Center Jonesboro, AR",68,1.1841,0.008580435
15 Creighton 67 44 Marquette 49 [64],"Tuesday, December 31, 2013 10:02 pm ET CenturyLink Center Omaha Omaha, NE",64,1.1142,0.008570769
62 Indiana St. 76 133 Illinois St. 62 [66],"Saturday, January 25, 2014 6:05 pm ET Hulman Center Terre Haute, IN",66,1.1482,0.008568657
189 Wright St. 70 294 Eastern Illinois 43 [61],"Thursday, December 19, 2013 7:00 pm ET Nutter Center Dayton, OH",61,1.0625,0.008568548
240 Utah Valley 75 283 Tennessee Tech 66 [70],"Saturday, December 28, 2013 9:05 pm ET UCCU Center Orem, UT",70,1.1975,0.008553571
20 Oklahoma St. 80 79 Texas Tech 62 [61],"Wednesday, March 12, 2014 7:00 pm ET Sprint Center Kansas City, MO",61,1.043,0.00854918
195 Arkansas St. 72 334 Tennessee Martin 62 [72],"Wednesday, November 13, 2013 8:05 pm ET Convocation Center Jonesboro, AR",72,1.2283,0.008529861
190 UCF 104 128 Houston 83 [75],"Friday, March 7, 2014 7:00 pm ET CFE Federal Credit Union Arena Orlando, FL",75,1.305,0.008529412
34 VCU 80 210 Duquesne 65 [77],"Saturday, January 18, 2014 4:00 pm ET Stuart Siegel Center Richmond, VA",77,1.3207,0.008520645
209 Arkansas St. 86 219 Niagara 61 [78],"Monday, December 2, 2013 8:05 pm ET Convocation Center Jonesboro, AR",78,1.3544,0.008518239
123 North Carolina St. 82 168 Florida Gulf Coast 62 [69],"Tuesday, November 26, 2013 7:00 pm ET PNC Arena Raleigh, NC",69,1.1921,0.008515
11 Florida 62 196 Mississippi St. 51 [59],"Thursday, January 30, 2014 7:00 pm ET Humphrey Coliseum Starkville, MS",59,0.9961,0.008513675
31 Indiana 102 112 Washington 84 [76],"Thursday, November 21, 2013 9:00 pm ET Madison Square Garden New York, NY",76,1.2848,0.008508609
72 Manhattan 75 266 Monmouth 61 [70],"Wednesday, February 19, 2014 7:00 pm ET Multipurpose Activity Center West Long Branch, NJ",70,1.2139,0.008488811
150 Stony Brook 78 331 UMass Lowell 68 [68],"Saturday, February 15, 2014 4:00 pm ET Costello Athletic Center Lowell, MA",68,1.1363,0.008479851
10 Villanova 81 38 Xavier 58 [66],"Monday, February 3, 2014 7:00 pm ET The Pavilion Villanova, PA",66,1.1192,0.008478788
206 St. Francis NY 78 322 St. Francis PA 52 [64],"Thursday, February 6, 2014 7:00 pm ET Peter Aquilone Court Brooklyn Heights, NY",64,1.1017,0.008474615
63 Baylor 91 207 TCU 58 [65],"Wednesday, February 12, 2014 7:00 pm ET Daniel-Meyer Coliseum Fort Worth, TX",65,1.1015,0.008473077
255 High Point 85 334 Longwood 59 [65],"Saturday, February 22, 2014 5:00 pm ET Willett Hall Farmville, VA",65,1.1092,0.008467176
142 San Diego 87 262 Portland St. 65 [68],"Tuesday, March 18, 2014 10:00 pm ET Jenny Craig Pavilion San Diego, CA",68,1.1769,0.008466906
189 Lehigh 92 184 Rider 78 [65],"Tuesday, November 12, 2013 7:00 pm ET Stabler Arena Bethlehem, PA",65,1.116,0.008454545
73 North Carolina St. 82 160 Detroit 79 [75],"Saturday, December 14, 2013 6:00 pm ET Reynolds Coliseum Raleigh, NC",75,1.3012,0.008449351
96 UTEP 74 194 North Texas 54 [72],"Sunday, March 2, 2014 3:00 pm ET The Super Pit Denton, TX",72,1.2416,0.008446259
134 Colorado St. 74 272 Illinois Chicago 61 [65],"Monday, December 23, 2013 9:00 pm ET Moby Arena Fort Collins, CO",65,1.1312,0.008441791
3 Arizona 84 20 Gonzaga 61 [71],"Sunday, March 23, 2014 9:40 pm ET Viejas Arena at Aztec Bowl San Diego, CA",71,1.1896,0.008436879
167 Wright St. 61 278 UMKC 49 [65],"Saturday, December 21, 2013 7:00 pm ET Nutter Center Dayton, OH",65,1.122,0.00843609
279 Sacramento St. 84 296 Montana St. 59 [66],"Saturday, March 8, 2014 10:05 pm ET Hornet Gym Sacramento, CA",66,1.1299,0.00843209
176 Weber St. 88 241 North Dakota 67 [64],"Saturday, March 15, 2014 8:00 pm ET Dee Events Center Ogden, UT",64,1.0872,0.008427907
91 Northern Iowa 80 221 Evansville 53 [65],"Wednesday, January 8, 2014 8:05 pm ET Ford Center Evansville, IN",65,1.0956,0.008427692
145 Eastern Kentucky 84 231 Southeast Missouri St. 76 [66],"Thursday, March 6, 2014 9:00 pm ET Nashville Municipal Auditorium Nashville, TN",66,1.1189,0.008412782
87 UNLV 93 251 Air Force 67 [70],"Saturday, March 1, 2014 4:00 pm ET Clune Arena Colorado Springs, CO",70,1.1777,0.008412143
